date,snow_depth,grid
2/12/1995,0.832382042,Chitty Hare
2/13/1995,0.849932072,Chitty Hare
2/14/1995,0.849932072,Chitty Hare
2/15/1995,0.856832058,Chitty Hare
2/16/1995,0.856832058,Chitty Hare
2/17/1995,0.856832058,Chitty Hare
2/18/1995,0.878732045,Chitty Hare
2/19/1995,0.917223807,Chitty Hare
2/20/1995,0.963759983,Chitty Hare
2/21/1995,0.963759983,Chitty Hare
2/22/1995,0.963759983,Chitty Hare
2/23/1995,0.963759983,Chitty Hare
2/24/1995,0.972779419,Chitty Hare
2/25/1995,0.972779419,Chitty Hare
2/26/1995,0.972779419,Chitty Hare
2/27/1995,0.972779419,Chitty Hare
2/28/1995,0.972779419,Chitty Hare
3/1/1995,0.972779419,Chitty Hare
3/2/1995,0.972779419,Chitty Hare
3/3/1995,0.972779419,Chitty Hare
3/4/1995,0.972779419,Chitty Hare
3/5/1995,0.972779419,Chitty Hare
3/6/1995,0.972779419,Chitty Hare
3/7/1995,0.972779419,Chitty Hare
3/8/1995,0.983204414,Chitty Hare
3/9/1995,0.983204414,Chitty Hare
3/10/1995,0.987854435,Chitty Hare
3/11/1995,0.996123839,Chitty Hare
3/12/1995,0.996123839,Chitty Hare
3/13/1995,0.996123839,Chitty Hare
3/14/1995,0.996123839,Chitty Hare
3/15/1995,0.996123839,Chitty Hare
3/16/1995,0.996123839,Chitty Hare
3/17/1995,0.982998839,Chitty Hare
3/18/1995,0.978498836,Chitty Hare
3/19/1995,0.978498836,Chitty Hare
3/20/1995,0.978498836,Chitty Hare
3/21/1995,1.017662953,Chitty Hare
3/22/1995,1.049343823,Chitty Hare
3/23/1995,1.049343823,Chitty Hare
3/24/1995,1.049343823,Chitty Hare
3/25/1995,1.049343823,Chitty Hare
3/26/1995,1.049343823,Chitty Hare
3/27/1995,1.049343823,Chitty Hare
3/28/1995,1.049343823,Chitty Hare
3/29/1995,1.049343823,Chitty Hare
3/30/1995,1.049343823,Chitty Hare
3/31/1995,1.043399415,Chitty Hare
12/1/1995,0.605283826,Chitty Hare
12/2/1995,0.605283826,Chitty Hare
12/3/1995,0.605283826,Chitty Hare
12/4/1995,0.621053231,Chitty Hare
12/5/1995,0.621053231,Chitty Hare
12/6/1995,0.621053231,Chitty Hare
12/7/1995,0.621053231,Chitty Hare
12/8/1995,0.621053231,Chitty Hare
12/9/1995,0.621053231,Chitty Hare
12/10/1995,0.621053231,Chitty Hare
12/11/1995,0.621053231,Chitty Hare
12/12/1995,0.641903243,Chitty Hare
12/13/1995,0.641903243,Chitty Hare
12/14/1995,0.641903243,Chitty Hare
12/15/1995,0.641903243,Chitty Hare
12/16/1995,0.648128235,Chitty Hare
12/17/1995,0.661700584,Chitty Hare
12/18/1995,0.661700584,Chitty Hare
12/19/1995,0.67862853,Chitty Hare
12/20/1995,0.692634114,Chitty Hare
12/21/1995,0.692634114,Chitty Hare
12/22/1995,0.692634114,Chitty Hare
12/23/1995,0.692634114,Chitty Hare
12/24/1995,0.692634114,Chitty Hare
12/25/1995,0.692350883,Chitty Hare
12/26/1995,0.717681475,Chitty Hare
12/27/1995,0.717681475,Chitty Hare
12/28/1995,0.740178821,Chitty Hare
12/29/1995,0.740178821,Chitty Hare
12/30/1995,0.740178821,Chitty Hare
12/31/1995,0.740178821,Chitty Hare
1/1/1996,0.759666458,Chitty Hare
1/2/1996,0.759666458,Chitty Hare
1/3/1996,0.759666458,Chitty Hare
1/4/1996,0.759666458,Chitty Hare
1/5/1996,0.776372067,Chitty Hare
1/6/1996,0.803877645,Chitty Hare
1/7/1996,0.850111153,Chitty Hare
1/8/1996,0.865652933,Chitty Hare
1/9/1996,0.892050275,Chitty Hare
1/10/1996,0.90552825,Chitty Hare
1/11/1996,0.90552825,Chitty Hare
1/12/1996,0.90552825,Chitty Hare
1/13/1996,0.90552825,Chitty Hare
1/14/1996,0.90552825,Chitty Hare
1/15/1996,0.90552825,Chitty Hare
1/16/1996,0.90552825,Chitty Hare
1/17/1996,0.90552825,Chitty Hare
1/18/1996,0.90552825,Chitty Hare
1/19/1996,0.90552825,Chitty Hare
1/20/1996,0.90552825,Chitty Hare
1/21/1996,0.90552825,Chitty Hare
1/22/1996,0.90552825,Chitty Hare
1/23/1996,0.90552825,Chitty Hare
1/24/1996,0.90552825,Chitty Hare
1/25/1996,0.90552825,Chitty Hare
1/26/1996,0.90552825,Chitty Hare
1/27/1996,0.90552825,Chitty Hare
1/28/1996,0.90552825,Chitty Hare
1/29/1996,0.90552825,Chitty Hare
1/30/1996,0.90552825,Chitty Hare
1/31/1996,0.90552825,Chitty Hare
2/1/1996,0.918728223,Chitty Hare
2/2/1996,0.918728223,Chitty Hare
2/3/1996,0.945464389,Chitty Hare
2/4/1996,0.957014396,Chitty Hare
2/5/1996,0.957014396,Chitty Hare
2/6/1996,0.947433821,Chitty Hare
2/7/1996,0.938078222,Chitty Hare
2/8/1996,0.946233836,Chitty Hare
2/9/1996,0.966614429,Chitty Hare
2/10/1996,0.956581183,Chitty Hare
2/11/1996,0.941281176,Chitty Hare
2/12/1996,0.941281176,Chitty Hare
2/13/1996,0.941281176,Chitty Hare
2/14/1996,0.941281176,Chitty Hare
2/15/1996,0.941281176,Chitty Hare
2/16/1996,0.965208827,Chitty Hare
2/17/1996,0.965208827,Chitty Hare
2/18/1996,0.975803213,Chitty Hare
2/19/1996,0.992658812,Chitty Hare
2/20/1996,0.992658812,Chitty Hare
2/21/1996,0.992658812,Chitty Hare
2/22/1996,1.001039417,Chitty Hare
2/23/1996,1.001039417,Chitty Hare
2/24/1996,1.001039417,Chitty Hare
2/25/1996,1.001039417,Chitty Hare
2/26/1996,1.001039417,Chitty Hare
2/27/1996,1.001039417,Chitty Hare
2/28/1996,1.001039417,Chitty Hare
2/29/1996,1.001039417,Chitty Hare
3/1/1996,1.001039417,Chitty Hare
3/2/1996,1.001039417,Chitty Hare
3/3/1996,1.001039417,Chitty Hare
3/4/1996,1.019109121,Chitty Hare
3/5/1996,1.019109121,Chitty Hare
3/6/1996,1.019109121,Chitty Hare
3/7/1996,1.019109121,Chitty Hare
3/8/1996,1.036509119,Chitty Hare
3/9/1996,1.082970279,Chitty Hare
3/10/1996,1.082970279,Chitty Hare
3/11/1996,1.098231454,Chitty Hare
3/12/1996,1.109781461,Chitty Hare
3/13/1996,1.109781461,Chitty Hare
3/14/1996,1.109781461,Chitty Hare
3/15/1996,1.109781461,Chitty Hare
3/16/1996,1.104850892,Chitty Hare
3/17/1996,1.104850892,Chitty Hare
3/18/1996,1.104850892,Chitty Hare
3/19/1996,1.104850892,Chitty Hare
3/20/1996,1.104850892,Chitty Hare
3/21/1996,1.104850892,Chitty Hare
3/22/1996,1.104850892,Chitty Hare
3/23/1996,1.104850892,Chitty Hare
3/24/1996,1.105433251,Chitty Hare
3/25/1996,1.105433251,Chitty Hare
3/26/1996,1.105433251,Chitty Hare
3/27/1996,1.105433251,Chitty Hare
3/28/1996,1.105433251,Chitty Hare
3/29/1996,1.105433251,Chitty Hare
3/30/1996,1.105433251,Chitty Hare
3/31/1996,1.105433251,Chitty Hare
12/1/1996,0.671832637,Chitty Hare
12/2/1996,0.671832637,Chitty Hare
12/3/1996,0.671832637,Chitty Hare
12/4/1996,0.671832637,Chitty Hare
12/5/1996,0.680907651,Chitty Hare
12/6/1996,0.680907651,Chitty Hare
12/7/1996,0.680907651,Chitty Hare
12/8/1996,0.680907651,Chitty Hare
12/9/1996,0.680907651,Chitty Hare
12/10/1996,0.680907651,Chitty Hare
12/11/1996,0.680907651,Chitty Hare
12/12/1996,0.680907651,Chitty Hare
12/13/1996,0.680907651,Chitty Hare
12/14/1996,0.680907651,Chitty Hare
12/15/1996,0.680907651,Chitty Hare
12/16/1996,0.680907651,Chitty Hare
12/17/1996,0.680907651,Chitty Hare
12/18/1996,0.680907651,Chitty Hare
12/19/1996,0.704735584,Chitty Hare
12/20/1996,0.704735584,Chitty Hare
12/21/1996,0.704735584,Chitty Hare
12/22/1996,0.704735584,Chitty Hare
12/23/1996,0.704735584,Chitty Hare
12/24/1996,0.704735584,Chitty Hare
12/25/1996,0.704735584,Chitty Hare
12/26/1996,0.704735584,Chitty Hare
12/27/1996,0.704735584,Chitty Hare
12/28/1996,0.704735584,Chitty Hare
12/29/1996,0.726891466,Chitty Hare
12/30/1996,0.726891466,Chitty Hare
1/1/1997,0.720684998,Chitty Hare
1/2/1997,0.720684998,Chitty Hare
1/3/1997,0.720684998,Chitty Hare
1/4/1997,0.720684998,Chitty Hare
1/5/1997,0.720684998,Chitty Hare
1/6/1997,0.739960003,Chitty Hare
1/7/1997,0.739960003,Chitty Hare
1/8/1997,0.751434994,Chitty Hare
1/9/1997,0.760754415,Chitty Hare
1/10/1997,0.765254404,Chitty Hare
1/11/1997,0.812654401,Chitty Hare
1/12/1997,0.811226758,Chitty Hare
1/13/1997,0.811226758,Chitty Hare
1/14/1997,0.811226758,Chitty Hare
1/15/1997,0.811226758,Chitty Hare
1/16/1997,0.811226758,Chitty Hare
1/17/1997,0.811226758,Chitty Hare
1/18/1997,0.811226758,Chitty Hare
1/19/1997,0.811226758,Chitty Hare
1/20/1997,0.811226758,Chitty Hare
1/21/1997,0.824349118,Chitty Hare
1/22/1997,0.824349118,Chitty Hare
1/23/1997,0.824349118,Chitty Hare
1/24/1997,0.824349118,Chitty Hare
1/25/1997,0.824349118,Chitty Hare
1/26/1997,0.824349118,Chitty Hare
1/27/1997,0.840624132,Chitty Hare
1/28/1997,0.840624132,Chitty Hare
1/29/1997,0.840624132,Chitty Hare
1/30/1997,0.840624132,Chitty Hare
1/31/1997,0.854704711,Chitty Hare
2/1/1997,0.854704711,Chitty Hare
2/2/1997,0.854704711,Chitty Hare
2/3/1997,0.854704711,Chitty Hare
2/4/1997,0.854704711,Chitty Hare
2/5/1997,0.850599104,Chitty Hare
2/6/1997,0.839987934,Chitty Hare
2/7/1997,0.839987934,Chitty Hare
2/8/1997,0.839987934,Chitty Hare
2/9/1997,0.839987934,Chitty Hare
2/10/1997,0.839987934,Chitty Hare
2/11/1997,0.839987934,Chitty Hare
2/12/1997,0.839987934,Chitty Hare
2/13/1997,0.839987934,Chitty Hare
2/14/1997,0.847657368,Chitty Hare
2/15/1997,0.884107372,Chitty Hare
2/16/1997,0.896612943,Chitty Hare
2/17/1997,0.896612943,Chitty Hare
2/18/1997,0.896612943,Chitty Hare
2/19/1997,0.896612943,Chitty Hare
2/20/1997,0.896612943,Chitty Hare
2/21/1997,0.896612943,Chitty Hare
2/22/1997,0.885265893,Chitty Hare
2/23/1997,0.863365906,Chitty Hare
2/24/1997,0.863365906,Chitty Hare
2/25/1997,0.863365906,Chitty Hare
2/26/1997,0.863365906,Chitty Hare
2/27/1997,0.871390904,Chitty Hare
2/28/1997,0.871390904,Chitty Hare
3/1/1997,0.871390904,Chitty Hare
3/2/1997,0.881535309,Chitty Hare
3/3/1997,0.881535309,Chitty Hare
3/4/1997,0.881535309,Chitty Hare
3/5/1997,0.881535309,Chitty Hare
3/6/1997,0.881535309,Chitty Hare
3/7/1997,0.881535309,Chitty Hare
3/8/1997,0.881535309,Chitty Hare
3/9/1997,0.881535309,Chitty Hare
3/10/1997,0.910049424,Chitty Hare
3/11/1997,0.910049424,Chitty Hare
3/12/1997,0.910049424,Chitty Hare
3/13/1997,0.910049424,Chitty Hare
3/14/1997,0.910049424,Chitty Hare
3/15/1997,0.910049424,Chitty Hare
3/16/1997,0.910049424,Chitty Hare
3/17/1997,0.910049424,Chitty Hare
3/18/1997,0.910049424,Chitty Hare
3/19/1997,0.926080004,Chitty Hare
3/20/1997,0.926080004,Chitty Hare
3/21/1997,0.926080004,Chitty Hare
3/22/1997,0.926080004,Chitty Hare
3/23/1997,0.926080004,Chitty Hare
3/24/1997,0.941960609,Chitty Hare
3/25/1997,0.941960609,Chitty Hare
3/26/1997,0.941960609,Chitty Hare
3/27/1997,0.941960609,Chitty Hare
3/28/1997,0.941960609,Chitty Hare
3/29/1997,0.941960609,Chitty Hare
3/30/1997,0.941960609,Chitty Hare
3/31/1997,0.941960609,Chitty Hare
12/1/1997,0.471933825,Chitty Hare
12/2/1997,0.498895003,Chitty Hare
12/3/1997,0.520564708,Chitty Hare
12/4/1997,0.520564708,Chitty Hare
12/5/1997,0.520564708,Chitty Hare
12/6/1997,0.520564708,Chitty Hare
12/7/1997,0.520564708,Chitty Hare
12/8/1997,0.520564708,Chitty Hare
12/9/1997,0.520564708,Chitty Hare
12/10/1997,0.610048538,Chitty Hare
12/11/1997,0.603317942,Chitty Hare
12/12/1997,0.676265582,Chitty Hare
12/13/1997,0.676265582,Chitty Hare
12/14/1997,0.708346178,Chitty Hare
12/15/1997,0.708346178,Chitty Hare
12/16/1997,0.708346178,Chitty Hare
12/17/1997,0.708346178,Chitty Hare
12/18/1997,0.708346178,Chitty Hare
12/19/1997,0.708346178,Chitty Hare
12/20/1997,0.708346178,Chitty Hare
12/21/1997,0.708346178,Chitty Hare
12/22/1997,0.708346178,Chitty Hare
12/23/1997,0.708346178,Chitty Hare
12/24/1997,0.71843235,Chitty Hare
12/25/1997,0.714196177,Chitty Hare
12/26/1997,0.714196177,Chitty Hare
12/27/1997,0.714196177,Chitty Hare
12/28/1997,0.714196177,Chitty Hare
12/29/1997,0.714196177,Chitty Hare
12/30/1997,0.720684998,Chitty Hare
12/31/1997,0.720684998,Chitty Hare
1/1/1998,0.65978676,Chitty Hare
1/2/1998,0.675892355,Chitty Hare
1/3/1998,0.682603521,Chitty Hare
1/4/1998,0.682603521,Chitty Hare
1/5/1998,0.682603521,Chitty Hare
1/6/1998,0.682603521,Chitty Hare
1/7/1998,0.682603521,Chitty Hare
1/8/1998,0.682603521,Chitty Hare
1/9/1998,0.682603521,Chitty Hare
1/10/1998,0.682603521,Chitty Hare
1/11/1998,0.682603521,Chitty Hare
1/12/1998,0.721453523,Chitty Hare
1/13/1998,0.746803531,Chitty Hare
1/14/1998,0.746803531,Chitty Hare
1/15/1998,0.746803531,Chitty Hare
1/16/1998,0.746803531,Chitty Hare
1/17/1998,0.746803531,Chitty Hare
1/18/1998,0.746803531,Chitty Hare
1/19/1998,0.75600912,Chitty Hare
1/20/1998,0.75600912,Chitty Hare
1/21/1998,0.75600912,Chitty Hare
1/22/1998,0.75600912,Chitty Hare
1/23/1998,0.75600912,Chitty Hare
1/24/1998,0.75600912,Chitty Hare
1/25/1998,0.75600912,Chitty Hare
1/26/1998,0.75600912,Chitty Hare
1/27/1998,0.75600912,Chitty Hare
1/28/1998,0.775170298,Chitty Hare
1/29/1998,0.784056471,Chitty Hare
1/30/1998,0.784056471,Chitty Hare
1/31/1998,0.781114692,Chitty Hare
2/1/1998,0.781114692,Chitty Hare
2/2/1998,0.781114692,Chitty Hare
2/3/1998,0.781114692,Chitty Hare
2/4/1998,0.781114692,Chitty Hare
2/5/1998,0.781114692,Chitty Hare
2/6/1998,0.781114692,Chitty Hare
2/7/1998,0.781114692,Chitty Hare
2/8/1998,0.781114692,Chitty Hare
2/9/1998,0.781114692,Chitty Hare
2/10/1998,0.781114692,Chitty Hare
2/11/1998,0.790845299,Chitty Hare
2/12/1998,0.820000886,Chitty Hare
2/13/1998,0.820000886,Chitty Hare
2/14/1998,0.820000886,Chitty Hare
2/15/1998,0.820000886,Chitty Hare
2/16/1998,0.820000886,Chitty Hare
2/17/1998,0.820000886,Chitty Hare
2/18/1998,0.820000886,Chitty Hare
2/19/1998,0.820000886,Chitty Hare
2/20/1998,0.820000886,Chitty Hare
2/21/1998,0.820000886,Chitty Hare
2/22/1998,0.820000886,Chitty Hare
2/23/1998,0.820000886,Chitty Hare
2/24/1998,0.820000886,Chitty Hare
2/25/1998,0.820000886,Chitty Hare
2/26/1998,0.820000886,Chitty Hare
2/27/1998,0.820000886,Chitty Hare
2/28/1998,0.820000886,Chitty Hare
3/1/1998,0.820000886,Chitty Hare
3/2/1998,0.820000886,Chitty Hare
3/3/1998,0.820000886,Chitty Hare
3/4/1998,0.820000886,Chitty Hare
3/5/1998,0.820000886,Chitty Hare
3/6/1998,0.820000886,Chitty Hare
3/7/1998,0.820000886,Chitty Hare
3/8/1998,0.820000886,Chitty Hare
3/9/1998,0.820000886,Chitty Hare
3/10/1998,0.820000886,Chitty Hare
3/11/1998,0.820000886,Chitty Hare
3/12/1998,0.820000886,Chitty Hare
3/13/1998,0.820000886,Chitty Hare
3/14/1998,0.820000886,Chitty Hare
3/15/1998,0.820000886,Chitty Hare
3/16/1998,0.820000886,Chitty Hare
3/17/1998,0.820000886,Chitty Hare
3/18/1998,0.820000886,Chitty Hare
3/19/1998,0.820000886,Chitty Hare
3/20/1998,0.820000886,Chitty Hare
3/21/1998,0.820000886,Chitty Hare
3/22/1998,0.820000886,Chitty Hare
3/23/1998,0.820000886,Chitty Hare
3/24/1998,0.820000886,Chitty Hare
3/25/1998,0.820000886,Chitty Hare
3/26/1998,0.851270599,Chitty Hare
3/27/1998,0.851270599,Chitty Hare
3/28/1998,0.851270599,Chitty Hare
3/29/1998,0.866437357,Chitty Hare
3/30/1998,0.862704098,Chitty Hare
3/31/1998,0.862704098,Chitty Hare
12/1/1998,0.460219707,Chitty Hare
12/2/1998,0.469405879,Chitty Hare
12/3/1998,0.469405879,Chitty Hare
12/4/1998,0.469405879,Chitty Hare
12/5/1998,0.48316706,Chitty Hare
12/6/1998,0.501842058,Chitty Hare
12/7/1998,0.501842058,Chitty Hare
12/8/1998,0.501842058,Chitty Hare
12/9/1998,0.529533827,Chitty Hare
12/10/1998,0.529533827,Chitty Hare
12/11/1998,0.548600585,Chitty Hare
12/12/1998,0.548600585,Chitty Hare
12/13/1998,0.548600585,Chitty Hare
12/14/1998,0.548600585,Chitty Hare
12/15/1998,0.548600585,Chitty Hare
12/16/1998,0.548600585,Chitty Hare
12/17/1998,0.548600585,Chitty Hare
12/18/1998,0.548600585,Chitty Hare
12/19/1998,0.548600585,Chitty Hare
12/20/1998,0.548600585,Chitty Hare
12/21/1998,0.548600585,Chitty Hare
12/22/1998,0.561370003,Chitty Hare
12/23/1998,0.577475588,Chitty Hare
12/24/1998,0.577475588,Chitty Hare
12/25/1998,0.577475588,Chitty Hare
12/26/1998,0.577475588,Chitty Hare
12/27/1998,0.592006169,Chitty Hare
12/28/1998,0.592006169,Chitty Hare
12/29/1998,0.620636758,Chitty Hare
12/30/1998,0.646211757,Chitty Hare
12/31/1998,0.65978676,Chitty Hare
1/1/1999,1.302012647,Chitty Hare
1/2/1999,1.302012647,Chitty Hare
1/3/1999,1.318943262,Chitty Hare
1/4/1999,1.318943262,Chitty Hare
1/5/1999,1.318943262,Chitty Hare
1/6/1999,1.318943262,Chitty Hare
1/7/1999,1.349712624,Chitty Hare
1/8/1999,1.363323817,Chitty Hare
1/9/1999,1.377665571,Chitty Hare
1/10/1999,1.39307675,Chitty Hare
1/11/1999,1.39307675,Chitty Hare
1/12/1999,1.39307675,Chitty Hare
1/13/1999,1.402935298,Chitty Hare
1/14/1999,1.402935298,Chitty Hare
1/15/1999,1.402935298,Chitty Hare
1/16/1999,1.402935298,Chitty Hare
1/17/1999,1.408315877,Chitty Hare
1/18/1999,1.415702086,Chitty Hare
1/19/1999,1.415702086,Chitty Hare
1/20/1999,1.415702086,Chitty Hare
1/21/1999,1.415702086,Chitty Hare
1/22/1999,1.415702086,Chitty Hare
1/23/1999,1.415702086,Chitty Hare
1/24/1999,1.415702086,Chitty Hare
1/25/1999,1.415702086,Chitty Hare
1/26/1999,1.441127081,Chitty Hare
1/27/1999,1.468502036,Chitty Hare
1/28/1999,1.479602033,Chitty Hare
1/29/1999,1.479602033,Chitty Hare
1/30/1999,1.479602033,Chitty Hare
1/31/1999,1.479602033,Chitty Hare
2/1/1999,1.479602033,Chitty Hare
2/2/1999,1.479602033,Chitty Hare
2/3/1999,1.489371457,Chitty Hare
2/4/1999,1.504652091,Chitty Hare
2/5/1999,1.531932685,Chitty Hare
2/6/1999,1.531932685,Chitty Hare
2/7/1999,1.531932685,Chitty Hare
2/8/1999,1.531932685,Chitty Hare
2/9/1999,1.531932685,Chitty Hare
2/10/1999,1.531932685,Chitty Hare
2/11/1999,1.545602056,Chitty Hare
2/12/1999,1.550346494,Chitty Hare
2/13/1999,1.550346494,Chitty Hare
2/14/1999,1.550346494,Chitty Hare
2/15/1999,1.550346494,Chitty Hare
2/16/1999,1.550346494,Chitty Hare
2/17/1999,1.550346494,Chitty Hare
2/18/1999,1.557377081,Chitty Hare
2/19/1999,1.557377081,Chitty Hare
2/20/1999,1.557377081,Chitty Hare
2/21/1999,1.557377081,Chitty Hare
2/22/1999,1.573613236,Chitty Hare
2/23/1999,1.595643853,Chitty Hare
2/24/1999,1.595643853,Chitty Hare
2/25/1999,1.595643853,Chitty Hare
2/26/1999,1.595643853,Chitty Hare
2/27/1999,1.595643853,Chitty Hare
2/28/1999,1.595643853,Chitty Hare
3/1/1999,1.595643853,Chitty Hare
3/2/1999,1.595643853,Chitty Hare
3/3/1999,1.595643853,Chitty Hare
3/4/1999,1.595643853,Chitty Hare
3/5/1999,1.595643853,Chitty Hare
3/6/1999,1.600349374,Chitty Hare
3/7/1999,1.600349374,Chitty Hare
3/8/1999,1.614655,Chitty Hare
3/9/1999,1.614655,Chitty Hare
3/10/1999,1.614655,Chitty Hare
3/11/1999,1.614655,Chitty Hare
3/12/1999,1.614655,Chitty Hare
3/13/1999,1.614655,Chitty Hare
3/14/1999,1.614655,Chitty Hare
3/15/1999,1.614655,Chitty Hare
3/16/1999,1.614655,Chitty Hare
3/17/1999,1.614655,Chitty Hare
3/18/1999,1.614655,Chitty Hare
3/19/1999,1.614655,Chitty Hare
3/20/1999,1.614655,Chitty Hare
3/21/1999,1.645741208,Chitty Hare
3/22/1999,1.640769104,Chitty Hare
3/23/1999,1.634994072,Chitty Hare
3/24/1999,1.634994072,Chitty Hare
3/25/1999,1.634994072,Chitty Hare
3/26/1999,1.634994072,Chitty Hare
3/27/1999,1.634994072,Chitty Hare
3/28/1999,1.634994072,Chitty Hare
3/29/1999,1.634994072,Chitty Hare
3/30/1999,1.634994072,Chitty Hare
3/31/1999,1.634994072,Chitty Hare
12/1/1999,1.208503534,Chitty Hare
12/2/1999,1.208503534,Chitty Hare
12/3/1999,1.208503534,Chitty Hare
12/4/1999,1.208503534,Chitty Hare
12/5/1999,1.244522931,Chitty Hare
12/6/1999,1.244522931,Chitty Hare
12/7/1999,1.244522931,Chitty Hare
12/8/1999,1.244522931,Chitty Hare
12/9/1999,1.244522931,Chitty Hare
12/10/1999,1.24789795,Chitty Hare
12/11/1999,1.24789795,Chitty Hare
12/12/1999,1.24789795,Chitty Hare
12/13/1999,1.24789795,Chitty Hare
12/14/1999,1.24789795,Chitty Hare
12/15/1999,1.259728548,Chitty Hare
12/16/1999,1.271109122,Chitty Hare
12/17/1999,1.271109122,Chitty Hare
12/18/1999,1.28070648,Chitty Hare
12/19/1999,1.28070648,Chitty Hare
12/20/1999,1.28070648,Chitty Hare
12/21/1999,1.259350892,Chitty Hare
12/22/1999,1.232875902,Chitty Hare
12/23/1999,1.213900868,Chitty Hare
12/24/1999,1.264895568,Chitty Hare
12/25/1999,1.32805703,Chitty Hare
12/26/1999,1.32805703,Chitty Hare
12/27/1999,1.309287614,Chitty Hare
12/28/1999,1.302012647,Chitty Hare
12/29/1999,1.302012647,Chitty Hare
12/30/1999,1.302012647,Chitty Hare
12/31/1999,1.302012647,Chitty Hare
1/1/2000,0.591992948,Chitty Hare
1/2/2000,0.591992948,Chitty Hare
1/3/2000,0.591992948,Chitty Hare
1/4/2000,0.591992948,Chitty Hare
1/5/2000,0.618187347,Chitty Hare
1/6/2000,0.618187347,Chitty Hare
1/7/2000,0.618187347,Chitty Hare
1/8/2000,0.618187347,Chitty Hare
1/9/2000,0.618187347,Chitty Hare
1/10/2000,0.618187347,Chitty Hare
1/11/2000,0.618187347,Chitty Hare
1/12/2000,0.618187347,Chitty Hare
1/13/2000,0.618187347,Chitty Hare
1/14/2000,0.618187347,Chitty Hare
1/15/2000,0.618187347,Chitty Hare
1/16/2000,0.618187347,Chitty Hare
1/17/2000,0.618187347,Chitty Hare
1/18/2000,0.618187347,Chitty Hare
1/19/2000,0.618187347,Chitty Hare
1/20/2000,0.618187347,Chitty Hare
1/21/2000,0.618187347,Chitty Hare
1/22/2000,0.618187347,Chitty Hare
1/23/2000,0.618187347,Chitty Hare
1/24/2000,0.618187347,Chitty Hare
1/25/2000,0.618187347,Chitty Hare
1/26/2000,0.618187347,Chitty Hare
1/27/2000,0.698473524,Chitty Hare
1/28/2000,0.731979117,Chitty Hare
1/29/2000,0.784440292,Chitty Hare
1/30/2000,0.81841265,Chitty Hare
1/31/2000,0.867593245,Chitty Hare
2/1/2000,0.867593245,Chitty Hare
2/2/2000,0.867593245,Chitty Hare
2/3/2000,0.867593245,Chitty Hare
2/4/2000,0.867593245,Chitty Hare
2/5/2000,0.867593245,Chitty Hare
2/6/2000,0.867593245,Chitty Hare
2/7/2000,0.904731486,Chitty Hare
2/8/2000,0.904731486,Chitty Hare
2/9/2000,0.904731486,Chitty Hare
2/10/2000,0.904731486,Chitty Hare
2/11/2000,0.904731486,Chitty Hare
2/12/2000,0.904731486,Chitty Hare
2/13/2000,0.904731486,Chitty Hare
2/14/2000,0.904731486,Chitty Hare
2/15/2000,0.904731486,Chitty Hare
2/16/2000,0.904731486,Chitty Hare
2/17/2000,0.904731486,Chitty Hare
2/18/2000,0.904731486,Chitty Hare
2/19/2000,0.901540007,Chitty Hare
2/20/2000,0.901540007,Chitty Hare
2/21/2000,0.901540007,Chitty Hare
2/22/2000,0.901540007,Chitty Hare
2/23/2000,0.901540007,Chitty Hare
2/24/2000,0.901540007,Chitty Hare
2/25/2000,0.901540007,Chitty Hare
2/26/2000,0.901540007,Chitty Hare
2/27/2000,0.901540007,Chitty Hare
2/28/2000,0.901540007,Chitty Hare
2/29/2000,0.901540007,Chitty Hare
3/1/2000,0.922254116,Chitty Hare
3/2/2000,0.944898825,Chitty Hare
3/3/2000,0.944898825,Chitty Hare
3/4/2000,0.944898825,Chitty Hare
3/5/2000,0.944898825,Chitty Hare
3/6/2000,0.944898825,Chitty Hare
3/7/2000,0.944898825,Chitty Hare
3/8/2000,0.944898825,Chitty Hare
3/9/2000,0.944898825,Chitty Hare
3/10/2000,0.944898825,Chitty Hare
3/11/2000,0.944898825,Chitty Hare
3/12/2000,0.944898825,Chitty Hare
3/13/2000,0.944898825,Chitty Hare
3/14/2000,0.944898825,Chitty Hare
3/15/2000,0.944898825,Chitty Hare
3/16/2000,0.944898825,Chitty Hare
3/17/2000,0.944898825,Chitty Hare
3/18/2000,0.944898825,Chitty Hare
3/19/2000,0.944898825,Chitty Hare
3/20/2000,0.944898825,Chitty Hare
3/21/2000,0.944898825,Chitty Hare
3/22/2000,0.944898825,Chitty Hare
3/23/2000,0.944898825,Chitty Hare
3/24/2000,0.944898825,Chitty Hare
3/25/2000,0.935279419,Chitty Hare
3/26/2000,0.926632358,Chitty Hare
3/27/2000,0.923068532,Chitty Hare
3/28/2000,0.923068532,Chitty Hare
3/29/2000,0.923068532,Chitty Hare
3/30/2000,0.918193521,Chitty Hare
3/31/2000,0.918193521,Chitty Hare
12/1/2000,0.50537588,Chitty Hare
12/2/2000,0.50537588,Chitty Hare
12/3/2000,0.50537588,Chitty Hare
12/4/2000,0.50537588,Chitty Hare
12/5/2000,0.526878827,Chitty Hare
12/6/2000,0.526878827,Chitty Hare
12/7/2000,0.538370587,Chitty Hare
12/8/2000,0.538370587,Chitty Hare
12/9/2000,0.538370587,Chitty Hare
12/10/2000,0.538370587,Chitty Hare
12/11/2000,0.538370587,Chitty Hare
12/12/2000,0.538370587,Chitty Hare
