snowgrid,location,date_detected,snow_depth_cm,Observer,Comments
Kloo,A9_3,3/8/2020 11:00,24,LGH,
Kloo,A9_3,3/9/2020 11:00,24,LGH,
Kloo,A9_3,3/10/2020 11:00,24,LGH,
Kloo,A9_3,3/11/2020 11:00,24,LGH,
Kloo,A9_3,3/12/2020 11:00,24,LGH,
Kloo,A9_3,3/13/2020 11:00,24,LGH,
Kloo,A9_3,3/14/2020 11:00,24,LGH,
Kloo,A9_3,3/15/2020 11:00,24,LGH,
Kloo,A9_3,3/16/2020 11:00,24,LGH,
Kloo,A9_3,3/17/2020 11:00,24,LGH,
Kloo,A9_3,3/18/2020 11:00,24,LGH,
Kloo,A9_3,3/19/2020 11:00,24,LGH,
Kloo,A9_3,3/20/2020 11:00,24,LGH,
Kloo,A9_3,3/21/2020 11:00,24,LGH,
Kloo,A9_3,3/22/2020 11:00,24,LGH,
Kloo,A9_3,3/23/2020 11:00,24,LGH,
Kloo,A9_3,3/24/2020 11:00,24,LGH,
Kloo,A9_3,3/25/2020 11:00,24,LGH,
Kloo,A9_3,3/26/2020 11:00,24,LGH,
Kloo,A9_3,3/27/2020 11:00,24,LGH,
Kloo,A9_3,3/28/2020 11:00,24,LGH,
Kloo,A9_3,3/29/2020 11:00,24,LGH,
Kloo,A9_3,3/30/2020 11:00,24,LGH,
Kloo,A9_3,3/31/2020 11:00,24,LGH,
Kloo,A9_3,4/1/2020 11:00,24,LGH,
Kloo,A9_3,4/2/2020 11:00,24,LGH,
Kloo,A9_3,4/3/2020 11:00,24,LGH,
Kloo,A9_3,4/4/2020 11:00,24,LGH,
Kloo,A9_3,4/5/2020 11:00,24,LGH,
Kloo,A9_3,4/6/2020 11:00,22,LGH,
Kloo,A9_3,4/7/2020 11:00,22,LGH,
Kloo,A9_3,4/8/2020 11:00,25,LGH,
Kloo,A9_3,4/9/2020 11:00,25,LGH,
Kloo,A9_3,4/10/2020 11:00,24,LGH,
Kloo,A9_3,4/11/2020 11:00,24,LGH,
Kloo,A9_3,4/12/2020 11:00,22,LGH,
Kloo,A9_3,4/13/2020 11:00,22,LGH,
Kloo,A9_3,4/14/2020 11:00,16,LGH,
Kloo,A9_3,4/15/2020 11:00,12,LGH,
Kloo,A9_3,4/16/2020 11:00,8,LGH,
Kloo,A9_3,4/17/2020 11:00,3,LGH,
Kloo,A9_3,4/18/2020 11:00,2,LGH,
Kloo,A9_3,4/19/2020 11:00,1,LGH,
Kloo,A9_3,4/20/2020 11:00,1,LGH,
Kloo,A9_3,4/21/2020 11:00,1,LGH,
Kloo,A9_3,4/22/2020 11:00,1,LGH,
Kloo,A9_3,4/23/2020 11:00,0,LGH,
Kloo,A9_3,4/24/2020 11:00,0,LGH,
Kloo,A9_3,4/25/2020 11:00,2,LGH,
Kloo,A9_3,4/26/2020 11:00,1,LGH,
Kloo,A9_3,4/27/2020 11:00,0,LGH,
Kloo,A9_3,4/28/2020 11:00,0,LGH,
Kloo,A9_3,4/29/2020 11:00,0,LGH,
Kloo,A9_3,4/30/2020 11:00,0,LGH,
Kloo,A9_3,10/1/2020 11:00,0,LGH,
Kloo,A9_3,10/2/2020 11:00,0,LGH,
Kloo,A9_3,10/3/2020 11:00,0,LGH,
Kloo,A9_3,10/4/2020 11:00,0,LGH,
Kloo,A9_3,10/5/2020 11:00,0,LGH,
Kloo,A9_3,10/6/2020 11:00,0,LGH,
Kloo,A9_3,10/7/2020 11:00,0,LGH,
Kloo,A9_3,10/8/2020 11:00,0,LGH,
Kloo,A9_3,10/9/2020 11:00,0,LGH,
Kloo,A9_3,10/10/2020 11:00,0,LGH,
Kloo,A9_3,10/11/2020 11:00,0,LGH,
Kloo,A9_3,10/12/2020 11:00,0,LGH,
Kloo,A9_3,10/13/2020 11:00,0,LGH,
Kloo,A9_3,10/14/2020 11:00,0,LGH,
Kloo,A9_3,10/15/2020 11:00,0,LGH,
Kloo,A9_3,10/16/2020 11:00,1,LGH,
Kloo,A9_3,10/17/2020 11:00,1,LGH,
Kloo,A9_3,10/18/2020 11:00,0.5,LGH,
Kloo,A9_3,10/19/2020 11:00,0.5,LGH,
Kloo,A9_3,10/20/2020 11:00,1,LGH,
Kloo,A9_3,10/21/2020 11:00,1,LGH,
Kloo,A9_3,10/22/2020 11:00,0.5,LGH,
Kloo,A9_3,10/23/2020 11:00,0.5,LGH,
Kloo,A9_3,10/24/2020 11:00,0.5,LGH,
Kloo,A9_3,10/25/2020 11:00,0.5,LGH,
Kloo,A9_3,10/26/2020 11:00,0,LGH,
Kloo,A9_3,10/27/2020 11:00,0,LGH,
Kloo,A9_3,10/28/2020 11:00,0,LGH,
Kloo,A9_3,10/29/2020 11:00,0,LGH,
Kloo,A9_3,10/30/2020 11:00,0.5,LGH,
Kloo,A9_3,10/31/2020 11:00,2,LGH,
Kloo,A9_3,11/1/2020 11:00,3,LGH,
Kloo,A9_3,11/2/2020 11:00,5,LGH,
Kloo,A9_3,11/3/2020 11:00,5,LGH,
Kloo,A9_3,11/4/2020 11:00,6,LGH,
Kloo,A9_3,11/5/2020 11:00,6,LGH,
Kloo,A9_3,11/6/2020 11:00,6,LGH,
Kloo,A9_3,11/7/2020 11:00,6,LGH,
Kloo,A9_3,11/8/2020 11:00,6,LGH,
Kloo,A9_3,11/9/2020 11:00,6,LGH,
Kloo,A9_3,11/10/2020 11:00,6,LGH,
Kloo,A9_3,11/11/2020 11:00,5,LGH,
Kloo,A9_3,11/12/2020 11:00,5,LGH,
Kloo,A9_3,11/13/2020 11:00,5,LGH,
Kloo,A9_3,11/14/2020 11:00,6,LGH,
Kloo,A9_3,11/15/2020 11:00,7,LGH,
Kloo,A9_3,11/16/2020 11:00,7,LGH,
Kloo,A9_3,11/17/2020 11:00,7,LGH,
Kloo,A9_3,11/18/2020 11:00,7,LGH,
Kloo,A9_3,11/19/2020 11:00,7,LGH,
Kloo,A9_3,11/20/2020 11:00,7,LGH,
Kloo,A9_3,11/21/2020 11:00,7,LGH,
Kloo,A9_3,11/22/2020 11:00,7,LGH,
Kloo,A9_3,11/23/2020 11:00,7,LGH,
Kloo,A9_3,11/24/2020 11:00,11,LGH,
Kloo,A9_3,11/25/2020 11:00,11,LGH,
Kloo,A9_3,11/26/2020 11:00,9,LGH,
Kloo,A9_3,11/27/2020 11:00,9,LGH,
Kloo,A9_3,11/28/2020 11:00,9,LGH,
Kloo,A9_3,11/29/2020 11:00,21,LGH,
Kloo,A9_3,11/30/2020 11:00,19,LGH,
Kloo,A9_3,12/1/2020 11:00,34,LGH,
Kloo,A9_3,12/2/2020 11:00,34,LGH,
Kloo,A9_3,12/3/2020 11:00,43,LGH,
Kloo,A9_3,12/4/2020 11:00,41,LGH,
Kloo,A9_3,12/5/2020 11:00,40,LGH,
Kloo,A9_3,12/6/2020 11:00,41,LGH,
Kloo,A9_3,12/7/2020 11:00,41,LGH,
Kloo,A9_3,12/8/2020 11:00,41,LGH,
Kloo,A9_3,12/9/2020 11:00,38,LGH,
Kloo,A9_3,12/10/2020 11:00,37,LGH,
Kloo,A9_3,12/11/2020 11:00,37,LGH,
Kloo,A9_3,12/12/2020 11:00,37,LGH,
Kloo,A9_3,12/13/2020 11:00,37,LGH,
Kloo,A9_3,12/14/2020 11:00,38,LGH,
Kloo,A9_3,12/15/2020 11:00,38,LGH,
Kloo,A9_3,12/16/2020 11:00,40,LGH,
Kloo,A9_3,12/17/2020 11:00,40,LGH,
Kloo,A9_3,12/18/2020 11:00,42,LGH,
Kloo,A9_3,12/19/2020 11:00,41,LGH,
Kloo,A9_3,12/20/2020 11:00,41,LGH,
Kloo,A9_3,12/21/2020 11:00,41,LGH,
Kloo,A9_3,12/22/2020 11:00,41,LGH,
Kloo,A9_3,12/23/2020 11:00,45,LGH,
Kloo,A9_3,12/24/2020 11:00,44,LGH,
Kloo,A9_3,12/25/2020 11:00,44,LGH,
Kloo,A9_3,12/26/2020 11:00,44,LGH,
Kloo,A9_3,12/27/2020 11:00,43,LGH,
Kloo,A9_3,12/28/2020 11:00,43,LGH,
Kloo,A9_3,12/29/2020 11:00,43,LGH,
Kloo,A9_3,12/30/2020 11:00,43,LGH,
Kloo,A9_3,12/31/2020 11:00,42,LGH,
Kloo,A9_3,1/1/2021 11:00,42,LGH,
Kloo,A9_3,1/2/2021 11:00,42,LGH,
Kloo,A9_3,1/3/2021 11:00,42,LGH,
Kloo,A9_3,1/4/2021 11:00,42,LGH,
Kloo,A9_3,1/5/2021 11:00,42,LGH,
Kloo,A9_3,1/6/2021 11:00,46,LGH,
Kloo,A9_3,1/7/2021 11:00,46,LGH,
Kloo,A9_3,1/8/2021 11:00,45,LGH,
Kloo,A9_3,1/9/2021 11:00,45,LGH,
Kloo,A9_3,1/10/2021 11:00,45,LGH,
Kloo,A9_3,1/11/2021 11:00,45,LGH,
Kloo,A9_3,1/12/2021 11:00,44,LGH,
Kloo,A9_3,1/13/2021 11:00,44,LGH,
Kloo,A9_3,1/14/2021 11:00,44,LGH,
Kloo,A9_3,1/15/2021 11:00,49,LGH,
Kloo,A9_3,1/16/2021 11:00,49,LGH,
Kloo,A9_3,1/17/2021 11:00,48,LGH,
Kloo,A9_3,1/18/2021 11:00,48,LGH,
Kloo,A9_3,1/19/2021 11:00,69,LGH,
Kloo,A9_3,1/20/2021 11:00,63,LGH,
Kloo,A9_3,1/21/2021 11:00,61,LGH,
Kloo,A9_3,1/22/2021 11:00,59,LGH,
Kloo,A9_3,1/23/2021 11:00,58,LGH,
Kloo,A9_3,1/24/2021 11:00,58,LGH,
Kloo,A9_3,1/25/2021 11:00,58,LGH,
Kloo,A9_3,1/26/2021 11:00,58,LGH,
Kloo,A9_3,1/27/2021 11:00,55,LGH,
Kloo,A9_3,1/28/2021 11:00,55,LGH,
Kloo,A9_3,1/29/2021 11:00,55,LGH,
Kloo,A9_3,1/30/2021 11:00,55,LGH,
Kloo,A9_3,1/31/2021 11:00,55,LGH,
Kloo,A9_3,2/1/2021 11:00,55,LGH,
Kloo,A9_3,2/2/2021 11:00,55,LGH,
Kloo,A9_3,2/3/2021 11:00,55,LGH,
Kloo,A9_3,2/4/2021 11:00,55,LGH,
Kloo,A9_3,2/5/2021 11:00,55,LGH,
Kloo,A9_3,2/6/2021 11:00,55,LGH,
Kloo,A9_3,2/7/2021 11:00,55,LGH,
Kloo,A9_3,2/8/2021 11:00,55,LGH,
Kloo,A9_3,2/9/2021 11:00,55,LGH,
Kloo,A9_3,2/10/2021 11:00,55,LGH,
Kloo,A9_3,2/11/2021 11:00,55,LGH,
Kloo,A9_3,2/12/2021 11:00,55,LGH,
Kloo,A9_3,2/13/2021 11:00,55,LGH,
Kloo,A9_3,2/14/2021 11:00,55,LGH,
Kloo,A9_3,2/15/2021 11:00,55,LGH,
Kloo,A9_3,2/16/2021 11:00,55,LGH,
Kloo,A9_3,2/17/2021 11:00,55,LGH,
Kloo,A9_3,2/18/2021 11:00,55,LGH,
Kloo,A9_3,2/19/2021 11:00,55,LGH,
Kloo,A9_3,2/20/2021 11:00,55,LGH,
Kloo,A9_3,2/21/2021 11:00,55,LGH,
Kloo,A9_3,2/22/2021 11:00,55,LGH,
Kloo,A9_3,2/23/2021 11:00,55,LGH,
Kloo,A9_3,2/24/2021 11:00,55,LGH,
Kloo,A9_3,2/25/2021 11:00,57,LGH,
Kloo,A9_3,2/26/2021 11:00,58,LGH,
Kloo,A9_3,2/27/2021 11:00,58,LGH,
Kloo,A9_3,2/28/2021 11:00,62,LGH,
Kloo,A9_3,3/1/2021 11:00,61,LGH,
Kloo,A9_3,3/2/2021 11:00,61,LGH,
Kloo,A9_3,3/3/2021 11:00,58,LGH,
Kloo,A9_3,3/4/2021 11:00,60,LGH,
Kloo,A9_3,3/5/2021 11:00,60,LGH,
Kloo,A9_3,3/6/2021 11:00,59,LGH,
Kloo,A9_3,3/7/2021 11:00,59,LGH,
Kloo,A9_3,3/8/2021 11:00,59,LGH,
Kloo,A9_3,3/9/2021 11:00,59,LGH,
Kloo,A9_3,3/10/2021 11:00,59,LGH,
Kloo,A9_3,3/11/2021 11:00,59,LGH,
Kloo,A9_3,3/12/2021 11:00,59,LGH,
Kloo,A9_3,3/13/2021 11:00,59,LGH,
Kloo,A9_3,3/14/2021 11:00,59,LGH,
Kloo,A9_3,3/15/2021 11:00,59,LGH,
Kloo,A9_3,3/16/2021 11:00,59,LGH,
Kloo,A9_3,3/17/2021 11:00,59,LGH,
Kloo,A9_3,3/18/2021 11:00,59,LGH,
Kloo,A9_3,3/19/2021 11:00,59,LGH,
Kloo,A9_3,3/20/2021 11:00,59,LGH,
Kloo,A9_3,3/21/2021 11:00,59,LGH,
Kloo,A9_3,3/22/2021 11:00,59,LGH,
Kloo,A9_3,3/23/2021 11:00,59,LGH,
Kloo,A9_3,3/24/2021 11:00,59,LGH,
Kloo,A9_3,3/25/2021 11:00,59,LGH,
Kloo,A9_3,3/26/2021 11:00,59,LGH,
Kloo,A9_3,3/27/2021 11:00,60,LGH,
Kloo,A9_3,3/28/2021 11:00,60,LGH,
Kloo,A9_3,3/29/2021 11:00,60,LGH,
Kloo,A9_3,3/30/2021 11:00,60,LGH,
Kloo,A9_3,3/31/2021 11:00,59,LGH,
Kloo,A9_3,4/1/2021 11:00,60,LGH,
Kloo,A9_3,4/2/2021 11:00,60,LGH,
Kloo,A9_3,4/3/2021 11:00,60,LGH,
Kloo,A9_3,4/4/2021 11:00,59,LGH,
Kloo,A9_3,4/5/2021 11:00,57,LGH,
Kloo,A9_3,4/6/2021 11:00,59,LGH,
Kloo,A9_3,4/7/2021 11:00,59,LGH,
Kloo,A9_3,4/8/2021 11:00,58,LGH,
Kloo,A9_3,4/9/2021 11:00,58,LGH,
Kloo,A9_3,4/10/2021 11:00,58,LGH,
Kloo,A9_3,4/11/2021 11:00,58,LGH,
Kloo,A9_3,4/12/2021 11:00,58,LGH,
Kloo,A9_3,4/13/2021 11:00,55,LGH,
Kloo,A9_3,4/14/2021 11:00,52,LGH,
Kloo,A9_3,4/15/2021 11:00,49,LGH,
Kloo,A9_3,4/16/2021 11:00,47,LGH,
Kloo,A9_3,4/17/2021 11:00,43,LGH,
Kloo,A9_3,4/18/2021 11:00,40,LGH,
Kloo,A9_3,4/19/2021 11:00,35,LGH,
Kloo,A9_3,4/20/2021 11:00,32,LGH,
Kloo,A9_3,4/21/2021 11:00,28,LGH,
Kloo,A9_3,4/22/2021 11:00,27,LGH,
Kloo,A9_3,4/23/2021 11:00,23,LGH,
Kloo,A9_3,4/24/2021 11:00,21,LGH,
Kloo,A9_3,4/25/2021 11:00,18,LGH,
Kloo,A9_3,4/26/2021 11:00,14,LGH,
Kloo,A9_3,4/27/2021 11:00,10,LGH,
Kloo,A9_3,4/28/2021 11:00,9,LGH,
Kloo,A9_3,4/29/2021 11:00,9,LGH,
Kloo,A9_3,4/30/2021 11:00,8,LGH,
Kloo,A9_3,10/1/2021 11:00,5,LGH,
Kloo,A9_3,10/2/2021 11:00,4,LGH,
Kloo,A9_3,10/3/2021 11:00,4,LGH,
Kloo,A9_3,10/4/2021 11:00,5,LGH,
Kloo,A9_3,10/5/2021 11:00,4,LGH,
Kloo,A9_3,10/6/2021 11:00,4,LGH,
Kloo,A9_3,10/7/2021 11:00,4,LGH,
Kloo,A9_3,10/8/2021 11:00,3,LGH,
Kloo,A9_3,10/9/2021 11:00,2,LGH,
Kloo,A9_3,10/10/2021 11:00,2,LGH,
Kloo,A9_3,10/11/2021 11:00,2,LGH,
Kloo,A9_3,10/12/2021 11:00,18,LGH,
Kloo,A9_3,10/13/2021 11:00,15,LGH,
Kloo,A9_3,10/14/2021 11:00,13,LGH,
Kloo,A9_3,10/15/2021 11:00,13,LGH,
Kloo,A9_3,10/16/2021 11:00,12,LGH,
Kloo,A9_3,10/17/2021 11:00,12,LGH,
Kloo,A9_3,10/18/2021 11:00,10,LGH,
Kloo,A9_3,10/19/2021 11:00,10,LGH,
Kloo,A9_3,10/20/2021 11:00,10,LGH,
Kloo,A9_3,10/21/2021 11:00,10,LGH,
Kloo,A9_3,10/22/2021 11:00,10,LGH,
Kloo,A9_3,10/23/2021 11:00,8,LGH,
Kloo,A9_3,10/24/2021 11:00,8,LGH,
Kloo,A9_3,10/25/2021 11:00,8,LGH,
Kloo,A9_3,10/26/2021 11:00,8,LGH,
Kloo,A9_3,10/27/2021 11:00,8,LGH,
Kloo,A9_3,10/28/2021 11:00,8,LGH,
Kloo,A9_3,10/29/2021 11:00,8,LGH,
Kloo,A9_3,10/30/2021 11:00,8,LGH,
Kloo,A9_3,10/31/2021 11:00,8,LGH,
Kloo,A9_3,11/1/2021 11:00,8,LGH,
Kloo,A9_3,11/2/2021 11:00,7,LGH,
Kloo,A9_3,11/3/2021 11:00,7,LGH,
Kloo,A9_3,11/4/2021 11:00,7,LGH,
Kloo,A9_3,11/5/2021 11:00,7,LGH,
Kloo,A9_3,11/6/2021 11:00,7,LGH,
Kloo,A9_3,11/7/2021 11:00,7,LGH,
Kloo,A9_3,11/8/2021 11:00,7,LGH,
Kloo,A9_3,11/9/2021 11:00,8,LGH,
Kloo,A9_3,11/10/2021 11:00,9,LGH,
Kloo,A9_3,11/11/2021 11:00,9,LGH,
Kloo,A9_3,11/12/2021 11:00,9,LGH,
Kloo,A9_3,11/13/2021 11:00,9,LGH,
Kloo,A9_3,11/14/2021 11:00,9,LGH,
Kloo,A9_3,11/15/2021 11:00,9,LGH,
Kloo,A9_3,11/16/2021 11:00,9,LGH,
Kloo,A9_3,11/17/2021 11:00,13,LGH,
Kloo,A9_3,11/18/2021 11:00,13,LGH,
Kloo,A9_3,11/19/2021 11:00,13,LGH,
Kloo,A9_3,11/20/2021 11:00,13,LGH,
Kloo,A9_3,11/21/2021 11:00,15,LGH,
Kloo,A9_3,11/22/2021 11:00,15,LGH,
Kloo,A9_3,11/23/2021 11:00,15,LGH,
Kloo,A9_3,11/24/2021 11:00,17,LGH,
Kloo,A9_3,11/25/2021 11:00,19,LGH,
Kloo,A9_3,11/26/2021 11:00,19,LGH,
Kloo,A9_3,11/27/2021 11:00,19,LGH,
Kloo,A9_3,11/28/2021 11:00,20,LGH,
Kloo,A9_3,11/29/2021 11:00,20,LGH,
Kloo,A9_3,11/30/2021 11:00,20,LGH,
Kloo,A9_3,12/1/2021 11:00,20,LGH,
Kloo,A9_3,12/2/2021 11:00,20,LGH,
Kloo,A9_3,12/3/2021 11:00,20,LGH,
Kloo,A9_3,12/4/2021 11:00,20,LGH,
Kloo,A9_3,12/5/2021 11:00,20,LGH,
Kloo,A9_3,12/6/2021 11:00,20,LGH,
Kloo,A9_3,12/7/2021 11:00,20,LGH,
Kloo,A9_3,12/8/2021 11:00,20,LGH,
Kloo,A9_3,12/9/2021 11:00,20,LGH,
Kloo,A9_3,12/10/2021 11:00,20,LGH,
Kloo,A9_3,12/11/2021 11:00,20,LGH,
Kloo,A9_3,12/12/2021 11:00,20,LGH,
Kloo,A9_3,12/13/2021 11:00,20,LGH,
Kloo,A9_3,12/14/2021 11:00,20,LGH,
Kloo,A9_3,12/15/2021 11:00,21,LGH,
Kloo,A9_3,12/16/2021 11:00,21,LGH,
Kloo,A9_3,12/17/2021 11:00,21,LGH,
Kloo,A9_3,12/18/2021 11:00,21,LGH,
Kloo,A9_3,12/19/2021 11:00,21,LGH,
Kloo,A9_3,12/20/2021 11:00,21,LGH,
Kloo,A9_3,12/21/2021 11:00,28,LGH,
Kloo,A9_3,12/22/2021 11:00,27,LGH,
Kloo,A9_3,12/23/2021 11:00,27,LGH,
Kloo,A9_3,12/24/2021 11:00,26,LGH,
Kloo,A9_3,12/25/2021 11:00,27,LGH,
Kloo,A9_3,12/26/2021 11:00,32,LGH,
Kloo,A9_3,12/27/2021 11:00,41,LGH,
Kloo,A9_3,12/28/2021 11:00,40,LGH,
Kloo,A9_3,12/29/2021 11:00,40,LGH,
Kloo,A9_3,12/30/2021 11:00,39,LGH,
Kloo,A9_3,12/31/2021 11:00,39,LGH,
Kloo,A9_3,1/1/2022 11:00,39,LGH,
Kloo,A9_3,1/2/2022 11:00,39,LGH,
Kloo,A9_3,1/3/2022 11:00,39,LGH,
Kloo,A9_3,1/4/2022 11:00,39,LGH,
Kloo,A9_3,1/5/2022 11:00,39,LGH,
Kloo,A9_3,1/6/2022 11:00,39,LGH,
Kloo,A9_3,1/7/2022 11:00,39,LGH,
Kloo,A9_3,1/8/2022 11:00,39,LGH,
Kloo,A9_3,1/9/2022 11:00,40,LGH,
Kloo,A9_3,1/10/2022 11:00,47,LGH,
Kloo,A9_3,1/11/2022 11:00,47,LGH,
Kloo,A9_3,1/12/2022 11:00,45,LGH,
Kloo,A9_3,1/13/2022 11:00,44,LGH,
Kloo,A9_3,1/14/2022 11:00,43,LGH,
Kloo,A9_3,1/15/2022 11:00,43,LGH,
Kloo,A9_3,1/16/2022 11:00,43,LGH,
Kloo,A9_3,1/17/2022 11:00,43,LGH,
Kloo,A9_3,1/18/2022 11:00,43,LGH,
Kloo,A9_3,1/19/2022 11:00,43,LGH,
Kloo,A9_3,1/20/2022 11:00,43,LGH,
Kloo,A9_3,1/21/2022 11:00,43,LGH,
Kloo,A9_3,1/22/2022 11:00,43,LGH,
Kloo,A9_3,1/23/2022 11:00,42,LGH,
Kloo,A9_3,1/24/2022 11:00,42,LGH,
Kloo,A9_3,1/25/2022 11:00,41,LGH,
Kloo,A9_3,1/26/2022 11:00,41,LGH,
Kloo,A9_3,1/27/2022 11:00,41,LGH,
Kloo,A9_3,1/28/2022 11:00,41,LGH,
Kloo,A9_3,1/29/2022 11:00,42,LGH,
Kloo,A9_3,1/30/2022 11:00,42,LGH,
Kloo,A9_3,1/31/2022 11:00,42,LGH,
Kloo,A9_3,2/1/2022 11:00,42,LGH,
Kloo,A9_3,2/2/2022 11:00,43,LGH,
Kloo,A9_3,2/3/2022 11:00,43,LGH,
Kloo,A9_3,2/4/2022 11:00,44,LGH,
Kloo,A9_3,2/5/2022 11:00,44,LGH,
Kloo,A9_3,2/6/2022 11:00,44,LGH,
Kloo,A9_3,2/7/2022 11:00,44,LGH,
Kloo,A9_3,2/8/2022 11:00,44,LGH,
Kloo,A9_3,2/9/2022 11:00,44,LGH,
Kloo,A9_3,2/10/2022 11:00,44,LGH,
Kloo,A9_3,2/11/2022 11:00,44,LGH,
Kloo,A9_3,2/12/2022 11:00,43,LGH,
Kloo,A9_3,2/13/2022 11:00,43,LGH,
Kloo,A9_3,2/14/2022 11:00,43,LGH,
Kloo,A9_3,2/15/2022 11:00,43,LGH,
Kloo,A9_3,2/16/2022 11:00,43,LGH,
Kloo,A9_3,2/17/2022 11:00,43,LGH,
Kloo,A9_3,2/18/2022 11:00,43,LGH,
Kloo,A9_3,2/19/2022 11:00,43,LGH,
Kloo,A9_3,2/20/2022 11:00,43,LGH,
Kloo,A9_3,2/21/2022 11:00,43,LGH,
Kloo,A9_3,2/22/2022 11:00,43,LGH,
Kloo,A9_3,2/23/2022 11:00,45,LGH,
Kloo,A9_3,2/24/2022 11:00,45,LGH,
Kloo,A9_3,2/25/2022 11:00,44,LGH,
Kloo,A9_3,2/26/2022 11:00,44,LGH,
Kloo,A9_3,2/27/2022 11:00,44,LGH,
Kloo,A9_3,2/28/2022 11:00,44,LGH,
Kloo,A9_3,3/1/2022 11:00,44,LGH,
Kloo,A9_3,3/2/2022 11:00,44,LGH,
Kloo,A9_3,3/3/2022 11:00,43,LGH,
Kloo,A9_3,3/4/2022 11:00,43,LGH,
Kloo,A9_3,3/5/2022 11:00,43,LGH,
Kloo,A9_3,3/6/2022 11:00,43,LGH,
Kloo,A9_3,3/7/2022 11:00,43,LGH,
Kloo,A9_3,3/8/2022 11:00,43,LGH,
Kloo,A9_3,3/9/2022 11:00,43,LGH,
Kloo,A9_3,3/10/2022 11:00,43,LGH,
Kloo,A9_3,3/11/2022 11:00,43,LGH,
Kloo,A9_3,3/12/2022 11:00,43,LGH,
Kloo,A9_3,3/13/2022 11:00,44,LGH,
Kloo,A9_3,3/14/2022 11:00,44,LGH,
Kloo,A9_3,3/15/2022 11:00,44,LGH,
Kloo,A9_3,3/16/2022 11:00,43,LGH,
Kloo,A9_3,3/17/2022 11:00,42,LGH,
Kloo,A9_3,3/18/2022 11:00,42,LGH,
Kloo,A9_3,3/19/2022 11:00,42,LGH,
Kloo,A9_3,3/20/2022 11:00,42,LGH,
Kloo,A9_3,3/21/2022 11:00,43,LGH,
Kloo,A9_3,3/22/2022 11:00,46,LGH,
Kloo,A9_3,3/23/2022 11:00,46,LGH,
Kloo,A9_3,3/24/2022 11:00,45,LGH,
Kloo,A9_3,3/25/2022 11:00,44,LGH,
Kloo,A9_3,3/26/2022 11:00,43,LGH,
Kloo,A9_3,3/27/2022 11:00,43,LGH,
Kloo,A9_3,3/28/2022 11:00,43,LGH,
Kloo,A9_3,3/29/2022 11:00,43,LGH,
Kloo,A9_3,3/30/2022 11:00,44,LGH,
Kloo,A9_3,3/31/2022 11:00,42,LGH,
Kloo,A9_3,4/1/2022 11:00,42,LGH,
Kloo,A9_3,4/2/2022 11:00,42,LGH,
Kloo,A9_3,4/3/2022 11:00,42,LGH,
Kloo,A9_3,4/4/2022 11:00,43,LGH,
Kloo,A9_3,4/5/2022 11:00,42,LGH,
Kloo,A9_3,4/6/2022 11:00,41,LGH,
Kloo,A9_3,4/7/2022 11:00,41,LGH,
Kloo,A9_3,4/8/2022 11:00,41,LGH,
Kloo,A9_3,4/9/2022 11:00,43,LGH,
Kloo,A9_3,4/10/2022 11:00,41,LGH,
Kloo,A9_3,4/11/2022 11:00,41,LGH,
Kloo,A9_3,4/12/2022 11:00,41,LGH,
Kloo,A9_3,4/13/2022 11:00,40,LGH,
Kloo,A9_3,4/14/2022 11:00,40,LGH,
Kloo,A9_3,4/15/2022 11:00,40,LGH,
Kloo,A9_3,4/16/2022 11:00,39,LGH,
Kloo,A9_3,4/17/2022 11:00,39,LGH,
Kloo,A9_3,4/18/2022 11:00,39,LGH,
Kloo,A9_3,4/19/2022 11:00,39,LGH,
Kloo,A9_3,4/20/2022 11:00,38,LGH,
Kloo,A9_3,4/21/2022 11:00,37,LGH,
Kloo,A9_3,4/22/2022 11:00,36,LGH,
Kloo,A9_3,4/23/2022 11:00,35,LGH,
Kloo,A9_3,4/24/2022 11:00,33,LGH,
Kloo,A9_3,4/25/2022 11:00,29,LGH,
Kloo,A9_3,4/26/2022 11:00,27,LGH,
Kloo,A9_3,4/27/2022 11:00,25,LGH,
Kloo,A9_3,4/28/2022 11:00,23,LGH,
Kloo,A9_3,4/29/2022 11:00,18,LGH,
Kloo,A9_3,4/30/2022 11:00,16,LGH,
Agnes,B11_1,10/1/2019 11:00,0,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/2/2019 11:00,0,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/3/2019 11:00,0,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/4/2019 11:00,0,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/5/2019 11:00,0,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/6/2019 11:00,10,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/7/2019 11:00,8,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/8/2019 11:00,5,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/9/2019 11:00,5,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/10/2019 11:00,4,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/11/2019 11:00,8,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/12/2019 11:00,4,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/13/2019 11:00,4,LGH,photos from diff sites-tell stan
Agnes,B11_1,10/14/2019 11:00,4,LGH,photos from diff sites-tell stan
